userName,score,content,at
Ade Irfan,5,s3moga makin sukses dan maju utk kredivo dan team,2025-07-27 17:10:12
Yulsar Buyung,5,"sejauh ini sangat puas,transaksi diaplikasi lancar",2025-07-27 16:58:48
Rohim Nima,5,okepunya,2025-07-27 16:54:07
Another one,5,wow,2025-07-27 16:28:00
Duri,5,Selama 4 tahun pemakaian Kredivo sangat puas. Rutin saya gunakan utk pembelian token listrik dan pulsa. Proses cepat tidak pernah gagal. Terima kasih Kredivo🙏,2025-07-27 16:24:12
Raisya Wawoh,5,makasih banyak kredivo,2025-07-27 16:23:03
Pernando Saragih,5,Aplikasi keren. Puas.,2025-07-27 16:18:07
Gerri Baldi Ramadhan,5,nice,2025-07-27 16:11:42
Imam Bonari,5,aplikasi kredivo mantab,2025-07-27 15:59:51
Teguh Iman Santoso,2,kenapa setelah membayar lunas penuh cicilan malah akun kena tutup permanen karena alasan keamanan ? saya tidak pernah telat bayar dan tidak pernah telat jatuh tempo dan selalu menggunakan pembayaran yang sah dan legal min,2025-07-27 15:58:27
Yohanes Setadewa,5,mantap nih kredivo,2025-07-27 15:56:47
Arga Keanu,5,mudah²an bs digunakan disaat butuh,2025-07-27 15:50:10
hany aza,5,pinjaman cepat cair tetapi sayang SCOR kredit nya lama naiknya,2025-07-27 15:45:59
Lukman Joy sardi,4,sekarang sudah mulai bagus,2025-07-27 15:38:07
anggara Putra,5,krennnnnn....mantapppp,2025-07-27 15:32:55
Sri Hartono,5,aplikasi sangat membatu🌟✨️,2025-07-27 15:15:14
Nursiaty,5,bagus,2025-07-27 15:10:55
Teguh Slamet,5,sangat membantu,2025-07-27 14:42:13
Andrias Dwi Christiawan,5,mantap bossss ku.....,2025-07-27 14:39:08
Star_99 Store,1,"udah pelunasan dan tidak ada tunggakan tiba tiba di blokir permanen dengan alasan keamanan akun, salah saya apa???",2025-07-27 14:33:07
Saiman Bin usman,1,buruk,2025-07-27 14:23:41
Rio Visko,1,tiba tiba score C lawak lawak kredivo,2025-07-27 14:22:54
Nur Hayati,5,semoga lebih baik,2025-07-27 14:21:32
novi nurhusnaini,5,"Ok banget sangat mudah pendaftaranya gak ribet ,dan muda difahami !",2025-07-27 14:14:32
Rapi Jaya,5,sangat membantu,2025-07-27 14:14:10
Ahmad Rafieq,5,proses cepat dan bunga rendah dbast buat kredivo,2025-07-27 14:13:33
Ari Budi Setyawan,5,"proses cepat, bunga rendah, terbaik memang 👍👍👍",2025-07-27 13:59:15
Zacky Zain,5,sangat membantu,2025-07-27 13:55:12
Odi cain93,5,sangat membantu,2025-07-27 13:53:07
Ani Cancer,5,cukup membantu,2025-07-27 13:46:42
Asep Rhan,5,baguss,2025-07-27 13:46:25
haris Munandar,5,bunga nya ringan tanpa dp,2025-07-27 13:28:31
Beut Hima14,5,goood,2025-07-27 13:18:24
Mr Jays,5,sangat membantu sekali..terima kasih,2025-07-27 13:18:13
Labib Dwi putra,5,"sangat membatu,terima kasih kridivo.semoga sisa limitnya bisa digunakan kembali secepatnya.",2025-07-27 13:15:10
Siti Khodijah,5,bagus,2025-07-27 13:10:33
Ismail Ipa,5,proses cepat dan mudah,2025-07-27 12:57:24
Nana Suharna,5,sangat mudah,2025-07-27 12:43:52
Erlin Erlina,5,mudah dan cepat,2025-07-27 12:42:19
Lilis Dude,5,sangat membantu semoga limit ku di tambah,2025-07-27 12:41:29
Putradestroyers 96,5,"kecewa saya, limit udah 15 juta, pembayaran tidak pernah telat, tiba2 setelah saya lunaskan tagihan, akun malah di blokir permanen, Dengan alasan keamanan akun.",2025-07-27 12:38:31
Wildan Nur Muhammad,1,"melakukan penyebaran data pribadi, padahal tagihan tidak pernah nunggak dan selalu bayar tepat waktu👎",2025-07-27 12:38:02
rudi saipudin,5,ok,2025-07-27 12:35:02
Ade Septiani,5,mantap,2025-07-27 12:28:57
Dang Brata,1,jelek,2025-07-27 12:26:34
Fa Zrh,5,terbaikkk,2025-07-27 12:21:02
Yuliana Ong,1,"pembayaran saya bagus, kenapa diblokir",2025-07-27 12:11:34
Iwan Setiawan,5,terima kasih telah membantu saya,2025-07-27 12:07:31
Khanif Yuda,1,"parah aplikasi ampas, limit ada tapi tak bisa dipakai",2025-07-27 12:07:26
Sawi Sawiyem,5,"selamat siang kredivo. maaf saya mau tanya, saya mau ganti hp ,tetapi di hp yg baru kenapa kredivo tidak bisa di akses.soalnya hp yg lama. tiba2 suka off sendiri",2025-07-27 11:47:25
Tata Yuniaraa,5,keren,2025-07-27 11:46:24
Boy Arifin,5,sangat baik,2025-07-27 11:40:29
Vera Nova,5,Kredivo sangat membantu saya memberi pinjaman... setelah saya melunasi pinjaman secara konsisten,2025-07-27 11:39:35
Vivie Hermano,5,"Terima ksh bnyk buat kredivo atas kepercayaannya, hingga sy bs transaksi dgn mudah, tp sayangnya dah 2 hr ga bs buat transaksi, muter2 mulu😇",2025-07-27 11:23:23
Fitri Ariyani,5,"sebelumnya saya kemarin menggunakan kredivo tapi uang yg di ajukan saya gak pakai atau tidak jadi di pakai atau di tarik, mohon utk data saya di hapus saja jgn di sebarkan trims",2025-07-27 11:20:32
Zakaria Assegaf,5,Sangat Membantu,2025-07-27 11:18:17
Supadi Padi,4,saya kasih bintang 4 dulu karna saya baru pertama memakai apk ini kalau berhasil saya kasih bintang 5,2025-07-27 11:15:57
Ririt Yuniarti,5,ok,2025-07-27 10:58:58
kkang alfaruk,5,Rekomended.. asalkan dibayar tepat waktu,2025-07-27 10:56:48
Dimas Ruan Dhanu,5,mantap,2025-07-27 10:55:18
Arkana Bagaskara,1,aplikasi yg sangat membantu,2025-07-27 10:55:08
Nathaniel Beryl Pradipta,5,mantab layanannya..sukses selalu kredivo,2025-07-27 10:43:23
Ruri Uchil,5,mantap kredivo,2025-07-27 10:37:45
dily sunarjo,5,aplikasi kredibel.. simpel dan terpercaya... tidak sulit dan membantu. terimakasih kredivo,2025-07-27 10:28:35
yusnita marbun,5,sy beri bintang 5 kalo sampai 7 bintangnya sy pasti kasih 7 ....aplikasi yg sangat membantu sekali...aplikasinya ga berat ga ada iklan yg lewat2 ga lemot ...pokoknya the best ...walaupun ga. jsa nambah2 dulu sampai lunas hahahaaa ...sukses terus Kredivo dan pertahankan pelayanan yg SDH sangat baik ya,2025-07-27 10:22:55
Ecih Nurkesih,5,sangat membantu,2025-07-27 10:22:00
Hilarius Anton,5,mantap.lah,2025-07-27 10:19:49
Sri Nani,5,cepat dan mudah,2025-07-27 10:16:36
Sinyo Mayon Taihutu,5,is good e-commerce,2025-07-27 10:14:01
Silahurrahama,5,pelayanan bagus,2025-07-27 10:13:19
Antok Candi,5,"Saya pencinta penjol, banyak penjol sudah pernah saya coba. Untuk kredivo rekomendasi sekali. Terutama bunga rendah di banding penjol lain. #saran,untuk kredivo bisa menyediakan layanan dompet digital.trimakasih",2025-07-27 10:11:00
DARATUL FUADI,5,terima kasih kredivo sudah bantu kami🤲🤲🤲,2025-07-27 10:10:35
Badri Putra,5,mantap,2025-07-27 10:03:16
Ning risa Ismayani,5,mantul,2025-07-27 10:01:47
Ridwan Budi santoso,5,keren sih tapi sayang pelunasan cepat nggak bisa ambil lagi,2025-07-27 09:57:22
Ipham Gobel,5,"kredivo membantu banget tapi kalo boleh saran kalo bisa untuk cicilan jangan nunggu pinjaman lunas dulu semua ,jadi begitu kembali uang bisa di pakai lagi untuk kredit yang kecil kecil nya",2025-07-27 09:55:15
Cecep Rohim,5,bagus banget ada bonus tiap detik nya,2025-07-27 09:48:25
Asri Maarif,1,akunnya sering error setiap jadwal tagihan,2025-07-27 09:48:03
Bambang Senang,5,bisa di percaya dan lebih cepat,2025-07-27 09:44:12
Maindoka15,5,"sangat baik dan terpercaya dan bisa di andalkan utk keperluan pinjaman,,God bless🙏👍",2025-07-27 09:42:07
khoirul anwar,5,membantu sekali,2025-07-27 09:37:56
Lia Maspiah,5,untuk sekarang sangat membantu,2025-07-27 09:37:01
Muammar,1,disarankan untuk tidak domload,2025-07-27 09:36:48
Dyas Cel,4,"supaya bunganya di kecilkan saat meminjam untuk jumlah yang besar, soalnya bunganya ga ngotak saat minjam diatas 3jtaan",2025-07-27 09:36:09
Meri Meria,5,bagus,2025-07-27 09:35:09
Imam Cahyo,5,pokoknya..oke..untuk segala kebutuhan transaksi. onlone. offline. mantapp,2025-07-27 09:34:55
Arsandi Arsa,5,tgl 27 juli 2025 apk kresivo saya hapus. saya tidak jadi meminjam di apk kredivo karna di tolak . mohon data saya jangan disalah gunakan..jika ada tagihan atas nama saya saya tidak bertanggung jawab..,2025-07-27 09:33:29
Roni Ismanto,5,Alhamdulillah cair boss,2025-07-27 09:29:18
Ipang Pratama,5,tidak bsa di buka,2025-07-27 09:25:25
Michael Riyanto,1,"sangat buruk,cuma karena telat semalam saja tagihan nambah 1 bulan ,buruk banget jangan di pake asli, saya tenor 6 bulan, cicilan 1,2,3,4,5,dan telat di 6 saja cicilan nambah 1 bulan buruk bangetttt",2025-07-27 09:23:15
Evi Rumayanti,5,mantap,2025-07-27 09:16:19
kamalia tuti,5,bagus sekali,2025-07-27 09:13:31
Aries Gusman,5,sangat membantu di saat butuh dana mendadak..,2025-07-27 09:07:04
Kubil Ngebluez,5,aku kasih bintang 5 biar ngarti ama konsumen,2025-07-27 09:04:51
Muhamad Rizkiajuliar,5,good,2025-07-27 09:02:20
fans entertaiment,5,sangat rekomendasi,2025-07-27 09:01:20
Taufik Harianto,5,mantap,2025-07-27 08:54:39
Amelia Franciska,5,bermanfaat sekali,2025-07-27 08:49:30
Fikri Achyar,1,"limit pinjaman gagal anehhh, jadi ngeri data di ambil doang",2025-07-27 08:44:50
Herry Hardianto,5,"simple, mudah dan cepat approve nya.. mantab",2025-07-27 08:39:36
Dafir,5,kredivo paling top,2025-07-27 08:31:47
Meilee Fridiyanti,5,bener bener memudahkan banget pake kredivo,2025-07-27 08:19:19
Hery Susanto,5,sangat puas,2025-07-27 08:16:11
Saman DJ,5,mantap sangat membantu,2025-07-27 08:10:50
kurupuk kulit,5,baru pertama kali menggunakan aplikasi ini. alhamdulillah recommend... 👍,2025-07-27 08:07:50
Dwi Afif,5,mudah n murah,2025-07-27 08:07:39
yono87 maryono,5,mudah dan cepat prosesnya,2025-07-27 08:00:32
Mamiinces123,4,sangat membantu,2025-07-27 07:57:40
Murni Murniawati,5,ok,2025-07-27 07:53:34
Paijo,5,sangat membantu,2025-07-27 07:51:17
Mutiara Rahmani Putri,5,"Kredivo ini gimana ya, Tiba2 score turun dari A ke B padahal pembayaran selalu lancar & tepat waktu, klo alasannya karena jarang transaksi ya gak masuk akal kan limit sudah terpakai habis karena transaksi yg dilakukan, terus nanti jika limit sudah cukup untuk belanja takutnya di tolak karena score tidak mencukupi biasanya apk suka begitu aturannya suka suka tanpa melihat kelancaran si pemakai, transaksi sering pembayaran tidak pernah terlambat & selalu tepat waktu tapi kenapa score malah turun",2025-07-27 07:44:36
Teguh Laksono,5,sangat membantu,2025-07-27 07:35:56
Awalk Shiko,5,sangat-sangat membantu🙏🏽,2025-07-27 07:29:48
Game Football,5,sangat membantu,2025-07-27 07:26:03
arif ridho,5,membantu 👍🏻,2025-07-27 07:25:53
Andjhu Witha,5,mantapp ga ribet lgsg sat set coy,2025-07-27 07:22:46
Allief Freeza,1,Babi Padahal Udah W Lunasin Tapi Ujung² Nya akun Nya Di Blokir Bangsaddd,2025-07-27 07:19:11
Rafiq Hidayat,5,alhamdulillah membantu,2025-07-27 07:18:41
Yani Hidayat,5,kredivo semoga berjaya selalu,2025-07-27 07:07:07
Dasuri Dasuri,5,aku suka..jangka pinjaman tepat..dan sama,2025-07-27 07:07:02
Andi Nur Asni,5,aplikasi ini bgus bnget,2025-07-27 07:05:49
Aji Nurohim,5,baik,2025-07-27 06:54:50
budak sunda,5,mntap,2025-07-27 06:11:52
Nesya Rasya,3,"halo min, kok tiba2 tenor cicilan saya bukan nya berkurang malah bertambah?harusnya cicilan 6 bulan, barusan liat apk malah jadi 7 bulan???padahal gak ada pilihan tenor cicilan 7 bulan",2025-07-27 06:05:59
Grace Margareth j,5,So far so good..tapi sekarang aneh..ga pernah telat bayar malah skor pindah lagi ke c jawara..apa apaan?,2025-07-27 06:03:07
Eneng farhanah,5,sangat membantu dalam perekonomian,2025-07-27 05:58:48
Pak Yayan Suryana,5,Sangat memudahkan dan banyak pilihan menunya. Semoga makin banyak yang menggunkan,2025-07-27 05:51:50
Tegar Reka,5,nice,2025-07-27 05:39:39
Chepot tea,5,"sangat membantu, di saat malas ke luar rumah. di kredivo kita bisa ngambil pulsa di saat magerr. sukses selalu kredivo",2025-07-27 05:07:49
rantii 1908,5,memuaskan,2025-07-27 04:52:23
Fajar Ajie,5,bagus sekali,2025-07-27 04:09:47
WAHYUDIN4,5,mantapp,2025-07-27 03:51:06
Imin lift Channel,5,prosesnya cepat,2025-07-27 03:28:07
FM_ Ȿꬲᥰ᧒ꭒ15,5,Selalu kasih terbaik buat pengguna❤️,2025-07-27 02:20:33
Gintra Ari W,5,"sangat memuaskan, cuma limitnya yang kurang besar l, setelah ambil limit masih sama tidak naik naik",2025-07-27 01:47:37
Nilna Rizquna,5,"selama kita bisa memanage keuangan kita dengan baik, kredivo sangat sangat membantu karna jatuh tempo sesuai dengan tanggal transaksi kita ....terima kasih saya sangat terbantu",2025-07-27 01:45:52
M Indro,5,sangat puas,2025-07-27 01:43:46
Putra Rambe,5,update,2025-07-27 01:39:06
Risky Putra,5,apk nya maniak:),2025-07-27 01:31:54
Sur Diyono,1,"sangat mengecewakan... setelah lunas malah di blokir, padahal score B. gimana mau lancar??? dulu sempat jadi andalan.. sekarang tinggal sialan. mf kalau sedikit agak kasar,KECEWA soalnya. semoga bisnis pinjol anda lancarrr...",2025-07-27 01:09:29
Viar AdiPutra,5,Good apk ini,2025-07-27 01:06:22
Alan Rahman,5,"sangat membantu utk usaha isi ulang pulsa dan data, terimakasih kredivo",2025-07-27 01:03:40
Rindi Suhardini,1,👎,2025-07-27 00:58:33
M Zidan,5,sngt menarik,2025-07-27 00:41:37
Dani Cahyana,5,ok,2025-07-27 00:35:29
Aries Erni,5,aplikasi bagus,2025-07-27 00:32:45
Jamalul Firdaus,5,sangat memuaskan,2025-07-27 00:31:05
Zuchaefa Yahya,5,sangat bagus,2025-07-27 00:18:19
Risman Rusmawan,5,ok,2025-07-27 00:12:58
Zam RoNy,5,sangat sangat membantu,2025-07-27 00:05:29
Sadrakh Valencius92,5,bagus saya kredivo bisa menjadi solusi pembayaran buat di google play terima kasih,2025-07-26 23:59:49
YKrist,1,"Jangan hutang disini. Jangan sampai menyesal, bunga nya sangat tinggi. saya telat 13 hari sudah kena denda dan bunga 250.000.",2025-07-26 23:58:25
deka hardimas,5,membantu,2025-07-26 23:50:22
Rea Febriani,5,Good,2025-07-26 23:46:24
evan poek,5,mudah cepat dan murah,2025-07-26 23:24:58
Eful32 S,5,"sangat memuaskan, semua masalah teratasi dgn baik mudah cepat dan cermat terbaik dah menurut gua KREDIVO",2025-07-26 23:04:52
suripto Firdaus,5,💯 layanan kredivo sangat sangat puas dan sukses sepanjang masa,2025-07-26 22:58:09
Mas Anang,5,mantaaap,2025-07-26 22:50:20
Sahrul1228 Mna,5,baguss,2025-07-26 22:45:08
rika erpiani,5,trimkshh sdh membantu,2025-07-26 22:34:35
Nur Laelah,5,kredivo sangat baik dan membantu,2025-07-26 22:30:22
Roza Se,5,terimakasih sudah membuat aplikasi kredivo saya berterima kasih banyak karena saya tidak cape cape lagi cari pinjaman sono sini karena ada aplikasi ini 😍🥰👍👍👍,2025-07-26 22:26:49
Noris Setiawan,5,ok,2025-07-26 22:15:44
Aditia Saputra,5,semoga limit pinjaman tunai nya di naik kn menjadi 1 jt,2025-07-26 22:14:24
